开课学院,课程号,课程名,班级序号,教师名,学分,开课校区,教室类型,时间1,时间2,时间3,上课容量,主干课程
金融学院,01B22,货币银行学,A02,邹玲,2,蛟桥园校区, 多媒体,1-89,,,106,0
金融学院,01ZD2,互联网金融,A01,汪洋,2,蛟桥园校区, 多媒体,2-12,,,106,0
金融学院,01ZD2,互联网金融,A02,汪洋,2,蛟桥园校区, 多媒体,2-34,,,106,0
金融学院,01ZE2,EXCEL与投资学,A01,钟小林,2,蛟桥园校区,机房（经济实验中心）,4-12,,,52,0
金融学院,01ZE2,EXCEL与投资学,A02,钟小林,2,蛟桥园校区,机房（经济实验中心）,4-34,,,52,0
金融学院,0A002,商业银行管理,A01,黄飞鸣,2,蛟桥园校区, 多媒体,1-56,,,106,0
金融学院,0A002,商业银行管理,A02,黄飞鸣,2,蛟桥园校区, 多媒体,2-56,,,106,0
经济学院,05024,西方经济学,B01,杨为燕,4,麦庐园校区, 多媒体,2-12,4-34,,101,1
经济学院,05024,西方经济学,B02,杨为燕,4,麦庐园校区, 多媒体,2-34,4-12,,101,1
经济学院,05123,公共部门经济学,A01,刘伦武,3,蛟桥园校区, 多媒体,1-89A,,,101,0
经济学院,05133,国民经济管理学,A02,邵国华,3,蛟桥园校区, 多媒体,4-89A,,,101,1
经济学院,05162,政治经济学,A01,万道琴,2,蛟桥园校区, 多媒体,3-12,,,101,0
经济学院,05203,中级宏观经济学,A01,何建春,3,蛟桥园校区, 多媒体,1-567,,,101,0
经济学院,05203,中级宏观经济学,A02,何建春,3,蛟桥园校区, 多媒体,2-567,,,101,0
经济学院,05203,中级宏观经济学,A03,何建春,3,蛟桥园校区, 多媒体,3-567,,,101,0
经济学院,05213,中级微观经济学,A01,赵志峰,3,蛟桥园校区, 多媒体,3-567,,,101,0
经济学院,05213,中级微观经济学,A02,赵志峰,3,蛟桥园校区, 多媒体,4-34,,,101,0
经济学院,05213,中级微观经济学,A14,李国民,3,蛟桥园校区, 多媒体,4-89A,,,101,0
经济学院,05213,中级微观经济学,A19,李国民,3,蛟桥园校区, 多媒体,2-567,,,101,0
经济学院,05213,中级微观经济学,A31,罗昌瀚,3,蛟桥园校区, 多媒体,2-567,,,101,0
经济学院,05223,投资经济学,A01,姜瑾,3,蛟桥园校区, 多媒体,1-89A,,,101,0
经济学院,05473,中国近现代经济史,A01,杨勇.,3,蛟桥园校区, 多媒体,3-89A,,,101,0
经济学院,05473,中国近现代经济史,A02,杨勇.,3,蛟桥园校区, 多媒体,4-89A,,,101,0
经济学院,05693,当代西方经济学流派,A01,王宇锋,3,蛟桥园校区, 多媒体,3-89A,,,101,0
经济学院,05693,当代西方经济学流派,A02,王宇锋,3,蛟桥园校区, 多媒体,4-123,,,101,0
经济学院,05753,投资项目策划,A01,姜瑾,3,蛟桥园校区, 多媒体,5-89A,,,101,0
经济学院,05782,国际投资学,A01,姜瑾,2,蛟桥园校区, 多媒体,3-89,,,101,0
经济学院,35042,经济学通论,B01,万道琴,2,麦庐园校区, 多媒体,4-34,,,101,0
经济学院,35083,区域经济学,A01,杨为燕,3,蛟桥园校区, 多媒体,2-567,,,101,0
经济学院,35123,产业经济学,A01,余炳文,3,蛟桥园校区, 多媒体,2-89A,,,101,1
经济学院,35123,产业经济学,A02,裘莹,3,蛟桥园校区, 多媒体,3-89A,,,101,1
经济学院,35153,博弈论与信息经济学,A01,罗昌瀚,3,蛟桥园校区, 多媒体,1-567,,,101,0
经济学院,35223,宏观经济运行与调控,A01,王守坤,3,蛟桥园校区, 多媒体,1-567,,,101,0
经济学院,35534,计量经济学,A01,封福育,4,蛟桥园校区, 多媒体,1-34,4-12,,101,0
经济学院,35543,动态优化理论,A01,张鸿儒,3,蛟桥园校区, 多媒体,3-567,,,101,0
经济学院,35544,计量经济学(上),A01,封福育,4,蛟桥园校区, 多媒体,1-12,4-34,,101,1
经济学院,35603,高级微观经济学（双语）,A01,周谷珍,3,蛟桥园校区, 多媒体,1-89A,,,101,0
经济学院,05A63,发展经济学(双语),A01,肖璐,3,蛟桥园校区, 多媒体,2-123,,,101,0
经济学院,0A004,货币金融经济学,A01,喻国平,4,蛟桥园校区, 多媒体,4-34,5-12,,101,0
旅游与城市管理学院,00433,工程管理信息系统（计算机辅助项目管理）,B01,缪燕燕,3,麦庐园校区,无,4-89A,,,40,0
旅游与城市管理学院,05233,房地产开发经营,B01,王文群,3,麦庐园校区, 多媒体,3-89A,,,0,0
旅游与城市管理学院,05313,房地产政策与法规,B01,李洪义,3,麦庐园校区, 多媒体,4-567,,,0,1
旅游与城市管理学院,05462,物业管理,B01,邹永军,2,麦庐园校区, 多媒体,3-34,,,0,0
旅游与城市管理学院,05633,城市规划,B01,汤移平,3,麦庐园校区, 多媒体,5-89A,,,0,0
旅游与城市管理学院,05773,工程施工,B01,李明,3,麦庐园校区, 多媒体,2-89A,,,0,1
旅游与城市管理学院,05903,工程预算电算化,B01,缪燕燕,3,麦庐园校区,无,4-567,,,0,0
旅游与城市管理学院,16093,旅游市场营销学,B01,唐继刚,3,麦庐园校区, 多媒体,1-1234,5-1234,,0,1
旅游与城市管理学院,16382,世界旅游地理,A01,唐继刚,2,蛟桥园校区, 多媒体,1-89,,,0,0
旅游与城市管理学院,16382,世界旅游地理,A02,唐继刚,2,蛟桥园校区, 多媒体,2-56,,,0,0
旅游与城市管理学院,16382,世界旅游地理,B01,唐继刚,2,麦庐园校区, 多媒体,2-34,,,0,0
旅游与城市管理学院,16492,中国旅游客源国概况,A01,刘德军,2,蛟桥园校区, 多媒体,4-12,,,0,0
旅游与城市管理学院,16492,中国旅游客源国概况,B01,刘德军,2,麦庐园校区, 多媒体,3-89,,,0,0
旅游与城市管理学院,16782,中外礼仪,A01,陈小亮,2,蛟桥园校区, 多媒体,2-89,,,0,0
旅游与城市管理学院,16782,中外礼仪,A02,陈小亮,2,蛟桥园校区, 多媒体,3-89,,,0,0
旅游与城市管理学院,16782,中外礼仪,B01,陈小亮,2,麦庐园校区, 多媒体,3-34,,,0,0
旅游与城市管理学院,16882,旅游公关学,B01,陈小亮,2,麦庐园校区, 多媒体,3-12,,,0,0
旅游与城市管理学院,35004,工程估价,B01,李明,4,麦庐园校区, 多媒体,1-1234,,,0,0
旅游与城市管理学院,35004,工程估价,B03,李明,4,麦庐园校区, 多媒体,2-1234,,,0,1
旅游与城市管理学院,35023,建设项目评估,B01,许丹,3,麦庐园校区, 多媒体,5-567,,,30,0
旅游与城市管理学院,35023,建设项目评估,B02,许丹,3,麦庐园校区, 多媒体,5-89A,,,30,0
旅游与城市管理学院,36133,房地产全程策划与案例分析,B01,叶佳惠,3,麦庐园校区, 多媒体,1-567,,,0,0
旅游与城市管理学院,36143,房地产管理信息系统及应用,B01,李洪义,3,麦庐园校区,无,4-1234,,,0,0
旅游与城市管理学院,36163,房地产市场调研与计量分析,B01,王雪峰,3,麦庐园校区, 多媒体,5-1234,,,0,0
旅游与城市管理学院,36232,旅游景观设计,B01,徐克帅,2,麦庐园校区,无,2-12,,,0,0
旅游与城市管理学院,46122,城市旅游学,B01,徐克帅,2,麦庐园校区, 多媒体,4-12,,,0,0
旅游与城市管理学院,46212,酒店人力资源管理,B01,邹勇文,2,麦庐园校区, 多媒体,2-34,,,0,0
旅游与城市管理学院,05A03,房地产市场营销,B01,王雪峰,3,麦庐园校区, 多媒体,4-89A,,,0,0
旅游与城市管理学院,05B12,旅游投融资案例分析,B01,刘德军,2,麦庐园校区, 多媒体,5-34,,,0,0
旅游与城市管理学院,05B33,房地产企业战略管理,B01,刘旦,3,麦庐园校区, 多媒体,2-567,,,0,1
旅游与城市管理学院,05B43,房地产企业融资模式分析,B01,刘旦,3,麦庐园校区, 多媒体,2-89A,,,0,0
旅游与城市管理学院,05B72,风水文化与旅游,A01,李文明,2,蛟桥园校区, 多媒体,4-34,,,0,0
旅游与城市管理学院,05B72,风水文化与旅游,B01,李文明,2,麦庐园校区, 多媒体,4-12,,,0,0
旅游与城市管理学院,05B92,景观鉴赏与摄影,B01,田逢军,2,麦庐园校区, 多媒体,4-89,,,0,0
旅游与城市管理学院,05B93,住房保障制度,B01,王岳龙,3,麦庐园校区, 多媒体,3-567,,,0,0
旅游与城市管理学院,05BK2,工程质量与安全管理,B01,赖小东,2,麦庐园校区, 多媒体,2-34,,,0,0
旅游与城市管理学院,16A23,服务管理,B01,.,3,麦庐园校区, 多媒体,,,,0,1
旅游与城市管理学院,16A43,旅游资源学,B01,张瑾1,3,麦庐园校区, 普通,,,,0,1
旅游与城市管理学院,16A53,工程法律制度与实务,B01,吴光东,3,麦庐园校区, 多媒体,4-567,,,0,1
旅游与城市管理学院,16A72,中国旅游地理,A01,李向明,2,蛟桥园校区, 多媒体,1-12,,,0,0
旅游与城市管理学院,16A72,中国旅游地理,A02,李向明,2,蛟桥园校区, 多媒体,1-34,,,0,0
旅游与城市管理学院,16A82,旅游企业战略管理,B01,徐沅林,2,麦庐园校区, 多媒体,2-89,,,0,0
旅游与城市管理学院,16A93,国际旅游法规与惯例,B01,.,3,麦庐园校区, 多媒体,,,,0,0
旅游与城市管理学院,16B22,世界遗产与旅游,B01,李向明,2,麦庐园校区, 多媒体,1-56,,,0,0
旅游与城市管理学院,16B43,旅游目的地开发与管理,B01,胡海胜,3,麦庐园校区, 多媒体,2-1234,3-1234,,0,0
旅游与城市管理学院,16C03,工程合同与招投标（双语）,B01,赖小东,3,麦庐园校区, 多媒体,2-567,,,0,1
旅游与城市管理学院,16C53,工程力学,B01,许丹,3,麦庐园校区, 多媒体,1-567,,,30,1
旅游与城市管理学院,16C53,工程力学,B02,许丹,3,麦庐园校区, 多媒体,1-89A,,,30,1
旅游与城市管理学院,19A02,资源环境与可持续发展,A01,江民锦,2,蛟桥园校区, 多媒体,2-12,,,0,0
旅游与城市管理学院,19A02,资源环境与可持续发展,A02,江民锦,2,蛟桥园校区, 多媒体,2-34,,,0,0
旅游与城市管理学院,19A02,资源环境与可持续发展,A03,江民锦,2,蛟桥园校区, 多媒体,2-56,,,0,0
旅游与城市管理学院,19A02,资源环境与可持续发展,B01,江民锦,2,麦庐园校区, 多媒体,4-12,,,0,0
旅游与城市管理学院,19A02,资源环境与可持续发展,B02,江民锦,2,麦庐园校区, 多媒体,4-34,,,0,0
旅游与城市管理学院,19A02,资源环境与可持续发展,B03,江民锦,2,麦庐园校区, 多媒体,4-56,,,0,0
马克思主义学院,09033,马克思主义基本原理,A01,胡颖峰,3,蛟桥园校区, 多媒体,2-89A,,,60,0
马克思主义学院,09033,马克思主义基本原理,A02,胡颖峰,3,蛟桥园校区, 多媒体,3-567,,,60,0
马克思主义学院,09033,马克思主义基本原理,A03,陈仕伟,3,蛟桥园校区, 多媒体,2-567,,,60,0
马克思主义学院,09033,马克思主义基本原理,A04,胡南,3,蛟桥园校区, 多媒体,1-123,,,60,0
马克思主义学院,09033,马克思主义基本原理,A05,胡南,3,蛟桥园校区, 多媒体,2-123,,,60,0
马克思主义学院,09033,马克思主义基本原理,A06,黎世光,3,蛟桥园校区, 多媒体,4-89A,,,60,0
马克思主义学院,09033,马克思主义基本原理,A07,黎世光,3,蛟桥园校区, 多媒体,5-567,,,60,0
马克思主义学院,09033,马克思主义基本原理,A08,黎世光,3,蛟桥园校区, 多媒体,5-89A,,,60,0
马克思主义学院,09033,马克思主义基本原理,A09,张定鑫,3,蛟桥园校区, 多媒体,1-89A,,,60,0
马克思主义学院,09033,马克思主义基本原理,A10,舒前毅,3,蛟桥园校区, 多媒体,3-89A,,,60,0
马克思主义学院,09033,马克思主义基本原理,A11,舒前毅,3,蛟桥园校区, 多媒体,2-567,,,60,0
马克思主义学院,09033,马克思主义基本原理,A12,鲍克伟,3,蛟桥园校区, 多媒体,3-567,,,60,0
马克思主义学院,09033,马克思主义基本原理,A13,江水法,3,蛟桥园校区, 多媒体,2-567,,,60,0
马克思主义学院,09033,马克思主义基本原理,A14,江水法,3,蛟桥园校区, 多媒体,5-567,,,60,0
马克思主义学院,09033,马克思主义基本原理,B01,王金根,3,麦庐园校区, 多媒体,2-567,,,60,0
马克思主义学院,09033,马克思主义基本原理,B02,王金根,3,麦庐园校区, 多媒体,3-567,,,60,0
马克思主义学院,09033,马克思主义基本原理,B03,欧阳素华,3,麦庐园校区, 多媒体,1-567,,,60,0
马克思主义学院,09033,马克思主义基本原理,B04,欧阳素华,3,麦庐园校区, 多媒体,3-567,,,60,0
马克思主义学院,09033,马克思主义基本原理,B05,张定鑫,3,麦庐园校区, 多媒体,2-567,,,60,0
马克思主义学院,09182,当代世界经济与政治,A01,唐书麟,2,蛟桥园校区, 多媒体,1-56,,,0,0
马克思主义学院,09182,当代世界经济与政治,A02,唐书麟,2,蛟桥园校区, 多媒体,1-89,,,0,0
马克思主义学院,09182,当代世界经济与政治,A03,夏德根,2,蛟桥园校区, 多媒体,2-56,,,0,0
马克思主义学院,09522,成功心理素质训练,A01,叶林菊,2,蛟桥园校区, 多媒体,4-89,,,0,0
马克思主义学院,39001,哲学与生死,A01,黄欣荣,1,蛟桥园校区, 多媒体,3-89,,,50,0
马克思主义学院,39A02,中国哲学与文化导论,A01,吴通福,2,蛟桥园校区, 多媒体,4-89,,,0,0
人文学院,01182,社会保障理论与实务,B01,蒋国河,2,麦庐园校区, 多媒体,1-34,,,0,1
人文学院,06413,社会统计学,B01,朱彬钰,3,麦庐园校区, 多媒体,2-567,,,0,1
人文学院,08022,演讲与口才,A01,宋初健,2,蛟桥园校区, 多媒体,3-34,,,0,0
人文学院,08022,演讲与口才,A02,宋初健,2,蛟桥园校区, 多媒体,3-56,,,0,0
人文学院,08022,演讲与口才,B01,宋初健,2,麦庐园校区, 多媒体,1-34,,,0,0
人文学院,08022,演讲与口才,B02,宋初健,2,麦庐园校区, 多媒体,1-56,,,0,0
人文学院,08133,比较新闻学,B01,陈文钢,3,麦庐园校区, 多媒体,4-89A,,,0,0
人文学院,08262,西方文化史,A01,艾晓玉,2,蛟桥园校区, 多媒体,1-12,,,110,0
人文学院,08262,西方文化史,B01,林新,2,麦庐园校区, 多媒体,3-56,,,110,0
人文学院,08262,西方文化史,B02,林新,2,麦庐园校区, 普通,3-34,,,110,0
人文学院,08322,广告传播法规,B01,陈县英,2,麦庐园校区, 多媒体,1-34,,,0,0
人文学院,08402,新闻写作,B01,喻春龙,2,麦庐园校区, 多媒体,4-34,,,0,0
人文学院,08482,社会心理学,B01,赵新华,2,麦庐园校区, 多媒体,4-89,,,0,0
人文学院,08962,广告学概论,B01,亢学民,2,麦庐园校区, 多媒体,2-34,,,0,0
人文学院,08962,广告学概论,B02,亢学民,2,麦庐园校区, 多媒体,2-12,,,0,0
人文学院,09232,中西文化比较,B01,张细珍,2,麦庐园校区, 多媒体,5-12,,,0,0
人文学院,09362,文化社会学,B01,王华,2,麦庐园校区, 多媒体,2-34,,,0,0
人文学院,09822,文化产业概论,B01,张品良,2,麦庐园校区, 多媒体,1-12,,,0,0
人文学院,20652,广告摄影,A01,王辉洪,2,蛟桥园校区, 多媒体,4-89,,,0,0
人文学院,38052,品牌战略,B01,蔡盈洲,2,麦庐园校区, 多媒体,3-34,,,0,1
人文学院,38052,品牌战略,B02,蔡盈洲,2,麦庐园校区, 多媒体,3-12,,,0,1
人文学院,38152,新媒体新闻,B01,王辉洪,2,麦庐园校区, 多媒体,2-34,,,0,0
人文学院,38432,世界新闻传播史,B01,周立华,2,麦庐园校区, 多媒体,4-89,,,0,0
人文学院,38432,世界新闻传播史,B02,周立华,2,麦庐园校区, 多媒体,4-34,,,0,0
人文学院,38462,高级新闻采访与写作,B01,喻春龙,2,麦庐园校区, 多媒体,5-34,,,0,0
人文学院,38672,社会学通论,A01,汪忠列,2,蛟桥园校区, 多媒体,4-12,,,100,0
人文学院,38672,社会学通论,A02,洪泸敏,2,蛟桥园校区, 多媒体,3-56,,,120,0
人文学院,38672,社会学通论,A03,洪泸敏,2,蛟桥园校区, 多媒体,1-89,,,120,0
人文学院,38672,社会学通论,A04,洪泸敏,2,蛟桥园校区, 多媒体,2-89,,,120,0
人文学院,38672,社会学通论,A05,洪泸敏,2,蛟桥园校区, 多媒体,3-89,,,120,0
人文学院,38672,社会学通论,A06,兰世辉,2,蛟桥园校区, 多媒体,1-89,,,119,0
人文学院,38672,社会学通论,A07,兰世辉,2,蛟桥园校区, 多媒体,2-89,,,119,0
人文学院,38672,社会学通论,A08,蒋国河,2,蛟桥园校区, 多媒体,2-89,,,120,0
人文学院,38672,社会学通论,A09,银平均,2,蛟桥园校区, 多媒体,3-89,,,120,0
人文学院,38672,社会学通论,A10,唐斌,2,蛟桥园校区, 多媒体,2-89,,,111,0
人文学院,38672,社会学通论,A11,蔡前,2,蛟桥园校区, 多媒体,3-89,,,120,0
人文学院,38672,社会学通论,A12,吴时辉,2,蛟桥园校区, 多媒体,2-56,,,111,0
人文学院,38672,社会学通论,A13,吴时辉,2,蛟桥园校区, 多媒体,5-56,,,111,0
人文学院,38672,社会学通论,A14,徐佳,2,蛟桥园校区, 多媒体,3-56,,,111,0
人文学院,38672,社会学通论,B01,唐斌,2,麦庐园校区, 多媒体,4-89,,,111,0
人文学院,38672,社会学通论,B02,蔡前,2,麦庐园校区, 多媒体,2-89,,,120,0
人文学院,38692,逻辑学导论,B01,王中云,2,麦庐园校区, 多媒体,1-56,,,0,0
人文学院,38702,心理学导论,A01,秦安兰,2,蛟桥园校区, 多媒体,1-89,,,111,0
人文学院,38702,心理学导论,A02,秦安兰,2,蛟桥园校区, 多媒体,2-89,,,111,0
人文学院,38702,心理学导论,A03,秦安兰,2,蛟桥园校区, 多媒体,4-89,,,111,0
人文学院,39123,媒介营销,B01,王玉琦,3,麦庐园校区, 多媒体,2-567,,,0,0
人文学院,39133,电视编辑与节目制作,B01,文成,3,麦庐园校区,机房（数字电视编辑）,3-123,,,0,0
人文学院,39222,学校社会工作,B01,洪泸敏,2,麦庐园校区, 多媒体,4-34,,,0,0
人文学院,39432,SPSS统计应用,B01,朱彬钰,2,麦庐园校区,机房（数字电视编辑）,1-56,,,0,0
人文学院,39442,社会政策概论,B01,银平均,2,麦庐园校区, 多媒体,2-12,,,0,0
人文学院,39462,中国社会思想史,A01,张晟,2,蛟桥园校区, 多媒体,3-56,,,0,0
人文学院,39462,中国社会思想史,B01,张晟,2,麦庐园校区, 多媒体,4-89,,,0,0
人文学院,50162,媒介与市场沟通,A01,林新,2,蛟桥园校区, 多媒体,4-34,,,0,0
人文学院,50242,数码摄影,B01,王辉洪,2,麦庐园校区, 多媒体,1-12,,,0,0
人文学院,50262,中国现当代文学名篇鉴赏,A01,张细珍,2,蛟桥园校区, 多媒体,4-12,,,0,0
人文学院,50262,中国现当代文学名篇鉴赏,B01,张细珍,2,麦庐园校区, 多媒体,5-34,,,0,0
人文学院,08A12,DV制作,A01,王辉洪,2,蛟桥园校区, 多媒体,2-56,,,0,0
人文学院,08A12,DV制作,B01,王辉洪,2,麦庐园校区, 多媒体,5-56,,,0,0
人文学院,08A62,戏剧鉴赏,A01,张细珍,2,蛟桥园校区, 多媒体,4-34,,,0,0
人文学院,08A92,影视鉴赏,A01,周婧,2,蛟桥园校区, 多媒体,5-12,,,110,0
人文学院,08A92,影视鉴赏,A02,周婧,2,蛟桥园校区, 多媒体,5-34,,,110,0
人文学院,08A92,影视鉴赏,B01,周婧,2,麦庐园校区, 多媒体,1-34,,,110,0
人文学院,08B32,应用文写作,A01,傅家柏,2,蛟桥园校区, 多媒体,1-12,,,120,0
人文学院,08B32,应用文写作,A02,傅家柏,2,蛟桥园校区, 多媒体,1-89,,,120,0
人文学院,08B32,应用文写作,B01,傅家柏,2,麦庐园校区, 多媒体,5-56,,,120,0
人文学院,08F22,《红楼梦》鉴赏,A01,周明鹃,2,蛟桥园校区, 多媒体,2-89,,,111,0
人文学院,09B02,媒介经营与管理,B01,王玉琦,2,麦庐园校区, 多媒体,3-56,,,0,0
人文学院,09C02,性社会学,A01,银平均,2,蛟桥园校区, 多媒体,2-89,,,120,0
人文学院,09C62,亲密关系：友情与爱情,B01,李峰,2,麦庐园校区, 多媒体,3-89,,,40,0
人文学院,09C82,文化市场营销,B01,艾晓玉,2,麦庐园校区, 多媒体,1-34,,,0,0
人文学院,09C92,社会调查统计,B01,蔡前,2,麦庐园校区, 多媒体,3-34,,,0,0
人文学院,09D52,文化产业案例精讲,B01,周明鹃,2,麦庐园校区, 多媒体,2-56,,,0,0
人文学院,3A0A2,广告策划与创意,B01,赵新华,2,麦庐园校区, 多媒体,2-89,,,0,0
软件与通信工程学院,17044,模拟电子技术,B01,陈滨,4,麦庐园校区, 多媒体,1-34,2-56,,50,0
软件与通信工程学院,17044,模拟电子技术,B02,肖大雪,4,麦庐园校区, 多媒体,1-34,3-12,,50,0
软件与通信工程学院,17044,模拟电子技术,B03,陈滨,4,麦庐园校区, 多媒体,1-12,2-34,,50,0
软件与通信工程学院,17273,单片机系统设计,B01,朱华贵,3,麦庐园校区,组网机房（软件学院）,2-567,,,50,0
软件与通信工程学院,17291,模拟电路实验与设计,B01,陈滨,1,麦庐园校区,组网机房（软件学院）,3-89,,,40,0
软件与通信工程学院,17291,模拟电路实验与设计,B02,肖大雪,1,麦庐园校区,组网机房（软件学院）,5-89,,,40,0
软件与通信工程学院,17291,模拟电路实验与设计,B03,陈滨,1,麦庐园校区,组网机房（软件学院）,2-89,,,40,0
软件与通信工程学院,17373,数字图像处理,B01,黄淑英,3,麦庐园校区, 多媒体,5-234,,,50,0
软件与通信工程学院,17423,移动通信技术,B01,丁雄,3,麦庐园校区, 多媒体,2-89A,,,50,0
软件与通信工程学院,17424,信号与系统,B01,廖汉程,4,麦庐园校区, 多媒体,2-12,3-12,,40,1
软件与通信工程学院,17424,信号与系统,B02,蒋娜,4,麦庐园校区, 多媒体,1-34,2-12,,40,1
软件与通信工程学院,17424,信号与系统,B03,蒋娜,4,麦庐园校区, 多媒体,1-12,2-34,,40,0
软件与通信工程学院,17443,扩频通信,B01,廖汉程,3,麦庐园校区, 多媒体,1-567,,,50,0
软件与通信工程学院,17874,电磁场与电磁波,B01,蔡鹏,4,麦庐园校区, 多媒体,3-34,4-12,,40,1
软件与通信工程学院,17874,电磁场与电磁波,B02,蔡鹏,4,麦庐园校区, 多媒体,3-89,4-34,,40,1
软件与通信工程学院,17874,电磁场与电磁波,B03,蔡鹏,4,麦庐园校区, 多媒体,3-12,4-89,,40,0
软件与通信工程学院,18261,VC++程序设计(双语),B01,李刚,1,麦庐园校区,组网机房（软件学院）,3-56,,,40,0
软件与通信工程学院,18261,VC++程序设计(双语),B02,李刚,1,麦庐园校区,组网机房（软件学院）,5-56,,,40,0
软件与通信工程学院,18261,VC++程序设计(双语),B03,李刚,1,麦庐园校区,组网机房（软件学院）,5-34,,,0,0
软件与通信工程学院,18321,计算机网络,B01,涂丽琴,1,麦庐园校区, 多媒体,5-56,,,40,0
软件与通信工程学院,18321,计算机网络,B02,涂丽琴,1,麦庐园校区, 多媒体,5-12,,,40,0
软件与通信工程学院,18351,课外科研创新实践活动（综合竞赛实践项目）,B01,谢亮,1,麦庐园校区, 多媒体,3-89,,,40,0
软件与通信工程学院,18351,课外科研创新实践活动（综合竞赛实践项目）,B02,谢亮,1,麦庐园校区, 多媒体,4-89,,,40,0
软件与通信工程学院,18583,组网技术,B01,陈爱国,3,麦庐园校区,组网机房（软件学院）,5-1234,,,50,0
软件与通信工程学院,18583,组网技术,B02,李普聪,3,麦庐园校区,组网机房（软件学院）,2-1234,,,50,0
软件与通信工程学院,18583,组网技术,B03,李普聪,3,麦庐园校区,组网机房（软件学院）,3-1234,,,50,0
软件与通信工程学院,18652,计算机维护,A02,陈爱国,2,蛟桥园校区, 机房（技术中心）,4-89A,,,25,0
软件与通信工程学院,18652,计算机维护,B01,陈爱国,2,麦庐园校区, 机房（技术中心）,1-89A,,,25,0
软件与通信工程学院,18652,计算机维护,B03,陈爱国,2,麦庐园校区, 机房（技术中心）,5-567,,,25,0
软件与通信工程学院,18653,ASPNET程序设计,B01,王颖,3,麦庐园校区,组网机房（软件学院）,1-567,4-34,,50,0
软件与通信工程学院,18653,ASPNET程序设计,B02,王颖,3,麦庐园校区,组网机房（软件学院）,2-567,4-12,,50,0
软件与通信工程学院,18653,ASPNET程序设计,B03,万本庭,3,麦庐园校区,组网机房（软件学院）,3-89,4-89A,,50,0
软件与通信工程学院,18702,ERP软件应用,B01,陈爱国,2,麦庐园校区,组网机房（软件学院）,1-567,,,51,0
软件与通信工程学院,18702,ERP软件应用,B02,陈爱国,2,麦庐园校区,组网机房（软件学院）,3-567,,,51,0
软件与通信工程学院,18702,ERP软件应用,B03,陈爱国,2,麦庐园校区,组网机房（软件学院）,3-89A,,,51,0
软件与通信工程学院,18993,检测与估值,B01,刘燕青,3,麦庐园校区, 多媒体,4-234,,,50,0
软件与通信工程学院,48073,数字通信,B01,戴利云,3,麦庐园校区, 多媒体,1-234,,,50,0
软件与通信工程学院,48082,HTML5程序设计,B01,汪彩霞,2,麦庐园校区,组网机房（软件学院）,5-56,,,50,0
软件与通信工程学院,48082,HTML5程序设计,B02,汪彩霞,2,麦庐园校区,组网机房（软件学院）,4-34,,,50,0
软件与通信工程学院,48082,HTML5程序设计,B03,汪彩霞,2,麦庐园校区,组网机房（软件学院）,5-34,,,50,0
软件与通信工程学院,48093,通信网基础,B01,廖汉程,3,麦庐园校区, 多媒体,3-567,,,50,0
软件与通信工程学院,48122,Python程序设计,B01,陈辉,2,麦庐园校区,组网机房（软件学院）,2-89,,,50,0
软件与通信工程学院,48122,Python程序设计,B02,陈辉,2,麦庐园校区,组网机房（软件学院）,3-12,,,50,0
软件与通信工程学院,48122,Python程序设计,B03,陈辉,2,麦庐园校区,组网机房（软件学院）,3-34,,,50,0
软件与通信工程学院,48122,Python程序设计,B04,陈辉,2,麦庐园校区,组网机房（软件学院）,2-56,,,50,0
软件与通信工程学院,48122,Python程序设计,B05,毛澄映,2,麦庐园校区,组网机房（软件学院）,4-89,,,50,0
软件与通信工程学院,48123,RFID技术与应用,B01,党建武,3,麦庐园校区, 多媒体,2-123,,,50,0
软件与通信工程学院,48172,人机交互界面设计,B01,汪彩霞,2,麦庐园校区,组网机房（软件学院）,2-56,,,50,0
软件与通信工程学院,48172,人机交互界面设计,B02,汪彩霞,2,麦庐园校区,组网机房（软件学院）,2-34,,,50,0
软件与通信工程学院,48183,J2EE程序设计,B01,汪靖,3,麦庐园校区,组网机房（软件学院）,3-234,,,65,0
软件与通信工程学院,48183,J2EE程序设计,B02,汪靖,3,麦庐园校区,组网机房（软件学院）,3-567,,,65,0
软件与通信工程学院,48183,J2EE程序设计,B03,汪靖,3,麦庐园校区,组网机房（软件学院）,4-89A,,,50,0
软件与通信工程学院,48183,J2EE程序设计,B04,付晟森,3,麦庐园校区,组网机房（软件学院）,2-89A,,,50,0
软件与通信工程学院,48183,J2EE程序设计,B05,张鹏,3,麦庐园校区,组网机房（软件学院）,1-89A,,,50,0
软件与通信工程学院,48183,J2EE程序设计,B06,张鹏,3,麦庐园校区,组网机房（软件学院）,5-567,,,50,0
软件与通信工程学院,48192,软件测试与质量保证,B01,毛澄映,2,麦庐园校区,组网机房（软件学院）,2-1234,,,64,1
软件与通信工程学院,48192,软件测试与质量保证,B02,毛澄映,2,麦庐园校区,组网机房（软件学院）,2-1234,,,64,1
软件与通信工程学院,48192,软件测试与质量保证,B03,邓松,2,麦庐园校区,组网机房（软件学院）,5-1234,,,64,1
软件与通信工程学院,48192,软件测试与质量保证,B04,邓松,2,麦庐园校区,组网机房（软件学院）,1-1234,,,64,1
软件与通信工程学院,48192,软件测试与质量保证,B05,邓松,2,麦庐园校区,组网机房（软件学院）,5-1234,,,64,1
