开课学院,课程号,课程名,班级序号,教师名,学分,开课校区,教室类型,时间1,时间2,时间3,上课容量,主干课程
统计学院,06582,贝叶斯决策,A01,江河,2,蛟桥园校区, 多媒体,1-12,,,60,0
统计学院,06582,贝叶斯决策,A02,江河,2,蛟桥园校区, 多媒体,4-34,,,60,0
统计学院,06593,统计市场调查与分析,A01,董成武,3,蛟桥园校区, 多媒体,3-89A,,,60,0
统计学院,06593,统计市场调查与分析,A02,董成武,3,蛟桥园校区, 多媒体,2-89A,,,60,0
统计学院,06603,概率论,A01,袁捷敏,3,蛟桥园校区, 多媒体,2-567,,,60,1
统计学院,06603,概率论,A02,袁捷敏,3,蛟桥园校区, 多媒体,4-567,,,60,1
统计学院,06603,概率论,A03,陈孝新,3,蛟桥园校区, 多媒体,2-89A,,,60,1
统计学院,06623,C语言设计（统计）,A01,康鸿,3,蛟桥园校区, 多媒体,2-567,,,60,1
统计学院,36033,随机过程,A01,刘庆,3,蛟桥园校区, 多媒体,2-89A,,,60,0
统计学院,72013,财务数据统计分析,A01,章贵军,3,蛟桥园校区, 多媒体,2-89A,,,60,1
统计学院,72013,财务数据统计分析,A02,章贵军,3,蛟桥园校区, 多媒体,3-89A,,,60,1
统计学院,72014,实变函数,A01,刘庆,4,蛟桥园校区, 多媒体,1-34,3-34,,60,0
统计学院,72024,时间序列分析与随机过程,A01,董瑶,4,蛟桥园校区, 多媒体,1-56,4-12,,90,0
统计学院,72034,计量经济学（统计）,A01,周伟,4,蛟桥园校区, 多媒体,1-12,2-34,,60,1
统计学院,72034,计量经济学（统计）,A02,周伟,4,蛟桥园校区, 多媒体,2-12,1-34,,60,1
统计学院,72034,计量经济学（统计）,A03,廖迎,4,蛟桥园校区, 多媒体,2-12,4-34,,60,1
统计学院,72034,计量经济学（统计）,A04,廖迎,4,蛟桥园校区, 多媒体,4-12,2-34,,60,1
统计学院,72053,数理金融,A01,江河,3,蛟桥园校区, 多媒体,1-567,,,60,0
统计学院,72073,常微分方程与泛函分析,A01,靳伟,3,蛟桥园校区, 多媒体,4-89A,,,60,1
统计学院,720C3,实变函数,A01,张华,3,蛟桥园校区, 多媒体,1-567,,,60,0
外国语学院,34E02,经典电影英语视听说,A01,徐艳,2,蛟桥园校区, 多媒体,2-12,,,30,0
外国语学院,34E02,经典电影英语视听说,A02,徐艳,2,蛟桥园校区, 多媒体,4-34,,,30,0
外国语学院,34E02,经典电影英语视听说,A03,王芙蓉,2,蛟桥园校区, 多媒体,4-12,,,30,0
外国语学院,34E02,经典电影英语视听说,A04,王芙蓉,2,蛟桥园校区, 多媒体,4-34,,,30,0
外国语学院,34E02,经典电影英语视听说,A05,赵娟,2,蛟桥园校区, 多媒体,2-12,,,30,0
外国语学院,34E02,经典电影英语视听说,A06,赵娟,2,蛟桥园校区, 多媒体,2-34,,,30,0
外国语学院,34E02,经典电影英语视听说,A07,缪丽,2,蛟桥园校区, 多媒体,4-12,,,30,0
外国语学院,34E02,经典电影英语视听说,A08,缪丽,2,蛟桥园校区, 多媒体,4-34,,,30,0
外国语学院,34E02,经典电影英语视听说,A09,何爱群,2,蛟桥园校区, 多媒体,1-56,,,30,0
外国语学院,34E02,经典电影英语视听说,A10,何爱群,2,蛟桥园校区, 多媒体,2-56,,,30,0
外国语学院,34E02,经典电影英语视听说,B01,吴春英,2,麦庐园校区, 多媒体,4-12,,,30,0
外国语学院,34E02,经典电影英语视听说,B02,吴春英,2,麦庐园校区, 多媒体,4-34,,,30,0
外国语学院,34E02,经典电影英语视听说,B03,彭媛,2,麦庐园校区, 多媒体,4-12,,,30,0
外国语学院,34E02,经典电影英语视听说,B04,彭媛,2,麦庐园校区, 多媒体,4-34,,,30,0
外国语学院,04022,商务日语I,B01,,2,麦庐园校区, 多媒体,4-12,,,30,0
外国语学院,04024,日语听力IV,B01,陶萍,4,麦庐园校区, 语音室,3-56,5-56,,30,1
外国语学院,04036,基础日语Ⅳ,B01,熊辉,6,麦庐园校区, 多媒体,2-56,4-34,5-34,40,1
外国语学院,04152,商务英语口语,B01,樊萍,2,麦庐园校区, 多媒体,4-12,,,35,0
外国语学院,04152,商务英语口语,B02,樊萍,2,麦庐园校区, 多媒体,4-34,,,35,0
外国语学院,04352,日语口语Ⅳ,B01,,2,麦庐园校区, 多媒体,2-34,,,30,1
外国语学院,04362,高级视听II,B01,陶萍,2,麦庐园校区, 语音室,3-34,,,30,0
外国语学院,04625,大学俄语I,B01,余欢,5,麦庐园校区, 普通,2-567,4-89,,30,0
外国语学院,04645,大学俄语III,B01,余欢,5,麦庐园校区, 普通,1-34,3-123,,30,0
外国语学院,04942,日语翻译I,B01,高勇,2,麦庐园校区, 多媒体,4-34,,,30,0
外国语学院,34033,日语语法,B01,严新平,3,麦庐园校区, 多媒体,1-123,,,40,1
外国语学院,34082,大学英语IV,A01,孙毅,2,蛟桥园校区, 多媒体,1-12,,,40,0
外国语学院,34082,大学英语IV,A02,孙毅,2,蛟桥园校区, 多媒体,1-34,,,40,0
外国语学院,34082,大学英语IV,A03,孙毅,2,蛟桥园校区, 多媒体,1-567,,,40,0
外国语学院,34082,大学英语IV,A04,王强,2,蛟桥园校区, 多媒体,1-12,,,40,0
外国语学院,34082,大学英语IV,A05,王强,2,蛟桥园校区, 多媒体,1-34,,,40,0
外国语学院,34082,大学英语IV,A06,王强,2,蛟桥园校区, 多媒体,2-12,,,40,0
外国语学院,34082,大学英语IV,A07,王强,2,蛟桥园校区, 多媒体,2-34,,,40,0
外国语学院,34082,大学英语IV,A08,吴云龙,2,蛟桥园校区, 多媒体,2-12,,,40,0
外国语学院,34082,大学英语IV,A09,吴云龙,2,蛟桥园校区, 多媒体,2-34,,,40,0
外国语学院,34082,大学英语IV,A10,吴云龙,2,蛟桥园校区, 多媒体,3-12,,,40,0
外国语学院,34082,大学英语IV,A11,吴云龙,2,蛟桥园校区, 多媒体,3-34,,,40,1
外国语学院,34082,大学英语IV,A12,朱少华,2,蛟桥园校区, 多媒体,2-12,,,40,1
外国语学院,34082,大学英语IV,A13,朱少华,2,蛟桥园校区, 多媒体,2-34,,,40,1
外国语学院,34082,大学英语IV,A14,朱少华,2,蛟桥园校区, 多媒体,4-12,,,40,1
外国语学院,34082,大学英语IV,A15,朱少华,2,蛟桥园校区, 多媒体,4-34,,,40,1
外国语学院,34082,大学英语IV,A16,王芙蓉,2,蛟桥园校区, 多媒体,2-12,,,40,1
外国语学院,34082,大学英语IV,A17,王芙蓉,2,蛟桥园校区, 多媒体,2-34,,,40,1
外国语学院,34082,大学英语IV,B01,曾光湖,2,麦庐园校区, 多媒体,4-56,,,40,0
外国语学院,34082,大学英语IV,B02,曾光湖,2,麦庐园校区, 多媒体,4-89,,,40,0
外国语学院,34082,大学英语IV,B03,曾光湖,2,麦庐园校区, 多媒体,5-56,,,40,0
外国语学院,34082,大学英语IV,B04,朱林韬,2,麦庐园校区, 多媒体,2-12,,,40,0
外国语学院,34082,大学英语IV,B05,朱林韬,2,麦庐园校区, 多媒体,2-34,,,40,0
外国语学院,34082,大学英语IV,B06,朱林韬,2,麦庐园校区, 多媒体,2-56,,,40,0
外国语学院,34082,大学英语IV,B07,吴春英,2,麦庐园校区, 多媒体,1-12,,,40,1
外国语学院,34082,大学英语IV,B08,吴春英,2,麦庐园校区, 多媒体,1-34,,,40,1
外国语学院,34082,大学英语IV,B09,吴春英,2,麦庐园校区, 多媒体,1-56,,,40,1
外国语学院,34082,大学英语IV,B10,涂年根,2,麦庐园校区, 多媒体,1-34,,,40,1
外国语学院,34082,大学英语IV,B11,涂年根,2,麦庐园校区, 多媒体,1-89,,,40,1
外国语学院,34082,大学英语IV,B12,涂年根,2,麦庐园校区, 多媒体,2-34,,,40,1
外国语学院,34082,大学英语IV,B13,涂年根,2,麦庐园校区, 多媒体,2-89,,,40,0
外国语学院,34082,大学英语IV,B14,涂年根,2,麦庐园校区, 多媒体,3-34,,,40,0
外国语学院,34082,大学英语IV,B15,刘忠,2,麦庐园校区, 多媒体,1-34,,,40,0
外国语学院,34082,大学英语IV,B16,刘忠,2,麦庐园校区, 多媒体,2-34,,,40,0
外国语学院,34082,大学英语IV,B17,卢润,2,麦庐园校区, 多媒体,5-34,,,40,0
外国语学院,34202,美国文学选读,B01,李会学,2,麦庐园校区, 多媒体,3-34,,,30,0
外国语学院,34202,美国文学选读,B02,李会学,2,麦庐园校区, 多媒体,2-34,,,30,0
外国语学院,34202,美国文学选读,B03,李会学,2,麦庐园校区, 多媒体,2-12,,,30,0
外国语学院,34522,第二外语(英语)III,B01,林冰虹,2,麦庐园校区, 多媒体,1-56,,,30,1
外国语学院,34652,国际商事合同写作(英),B01,涂慧娟,2,麦庐园校区, 多媒体,5-12,,,30,0
外国语学院,34652,国际商事合同写作(英),B02,涂慧娟,2,麦庐园校区, 多媒体,5-34,,,30,0
外国语学院,34652,国际商事合同写作(英),B03,涂慧娟,2,麦庐园校区, 多媒体,5-56,,,30,0
外国语学院,34692,语用学,B01,王静,2,麦庐园校区, 多媒体,2-34,,,30,0
外国语学院,34692,语用学,B02,王静,2,麦庐园校区, 多媒体,1-12,,,30,0
外国语学院,34692,语用学,B03,王静,2,麦庐园校区, 多媒体,1-34,,,30,0
外国语学院,34702,功能语言学,B01,毛凡宇,2,麦庐园校区, 多媒体,5-34,,,30,0
外国语学院,34702,功能语言学,B02,毛凡宇,2,麦庐园校区, 多媒体,5-12,,,30,0
外国语学院,34702,功能语言学,B03,毛凡宇,2,麦庐园校区, 普通,2-34,,,30,0
外国语学院,34752,商务沟通(英),B01,吴冰,2,麦庐园校区, 多媒体,4-34,,,30,0
外国语学院,34752,商务沟通(英),B02,汪清囡,2,麦庐园校区, 多媒体,1-56,,,30,0
外国语学院,34752,商务沟通(英),B03,吴冰,2,麦庐园校区, 多媒体,4-12,,,30,0
外国语学院,34912,大学英语VI,A01,郭瑶函,2,蛟桥园校区, 多媒体,4-12,,,40,0
外国语学院,34912,大学英语VI,A02,钟淑敏,2,蛟桥园校区, 多媒体,2-12,,,40,0
外国语学院,34912,大学英语VI,A03,郭瑶函,2,蛟桥园校区, 多媒体,4-34,,,40,0
外国语学院,34912,大学英语VI,A04,钟淑敏,2,蛟桥园校区, 多媒体,2-34,,,40,0
外国语学院,34912,大学英语VI,A05,郭瑶函,2,蛟桥园校区, 多媒体,2-12,,,0,0
外国语学院,34912,大学英语VI,A06,郭瑶函,2,蛟桥园校区, 多媒体,2-34,,,40,0
外国语学院,34E42,跨文化商务沟通,A01,张善军,2,蛟桥园校区, 多媒体,3-12,,,40,0
外国语学院,34E42,跨文化商务沟通,A02,张善军,2,蛟桥园校区, 多媒体,3-34,,,40,0
外国语学院,34E42,跨文化商务沟通,A03,曾论萍,2,蛟桥园校区, 多媒体,2-12,,,40,0
外国语学院,34E42,跨文化商务沟通,A04,曾论萍,2,蛟桥园校区, 多媒体,2-34,,,40,0
外国语学院,34E42,跨文化商务沟通,B01,黄丽群,2,麦庐园校区, 多媒体,3-12,,,40,0
外国语学院,34E42,跨文化商务沟通,B02,黄丽群,2,麦庐园校区, 多媒体,3-34,,,40,0
外国语学院,34E82,雅思英语专题,A01,宛宇玮,2,蛟桥园校区, 多媒体,3-12,,,40,0
外国语学院,34E82,雅思英语专题,A02,宛宇玮,2,蛟桥园校区, 多媒体,3-34,,,40,0
外国语学院,34E82,雅思英语专题,A03,宛宇玮,2,蛟桥园校区, 多媒体,4-34,,,40,0
外国语学院,04B62,英语论文写作,B01,熊兵娇,2,麦庐园校区, 多媒体,4-12,,,30,0
外国语学院,04B62,英语论文写作,B02,熊兵娇,2,麦庐园校区, 多媒体,4-78,,,30,0
外国语学院,04B62,英语论文写作,B03,熊兵娇,2,麦庐园校区, 多媒体,4-34,,,30,0
外国语学院,04C12,国际商务谈判（双语）,B01,邹美兰,2,麦庐园校区, 多媒体,3-12,,,30,0
外国语学院,04C12,国际商务谈判（双语）,B02,钟达祥,2,麦庐园校区, 多媒体,5-34,,,30,0
外国语学院,04C12,国际商务谈判（双语）,B03,邹美兰,2,麦庐园校区, 多媒体,3-34,,,30,0
外国语学院,04D32,日语经贸写作,B01,,2,麦庐园校区, 多媒体,5-56,,,30,0
外国语学院,04D72,俄罗斯文化与习俗,A01,余欢,2,蛟桥园校区, 多媒体,4-56,,,0,0
外国语学院,34B32,高级商务英语II,B01,邹雯虹,2,麦庐园校区, 多媒体,3-89,,,30,0
外国语学院,34B32,高级商务英语II,B02,邹雯虹,2,麦庐园校区, 多媒体,3-12,,,30,0
外国语学院,34B32,高级商务英语II,B03,邹雯虹,2,麦庐园校区, 多媒体,3-34,,,30,0
外国语学院,34B54,第二外语（日）Ⅱ,B01,严新平,4,麦庐园校区, 多媒体,1-56,3-12,,40,0
外国语学院,34B61,英语视听说4,A01,饶纪红,1,蛟桥园校区, 多媒体,3-12,,,38,0
外国语学院,34B61,英语视听说4,A02,饶纪红,1,蛟桥园校区, 多媒体,3-12,,,38,0
外国语学院,34B61,英语视听说4,A03,饶纪红,1,蛟桥园校区, 多媒体,3-12,,,38,0
外国语学院,34B61,英语视听说4,A04,饶纪红,1,蛟桥园校区, 多媒体,3-12,,,38,0
外国语学院,34B61,英语视听说4,A05,饶纪红,1,蛟桥园校区, 多媒体,4-12,,,38,0
外国语学院,34B61,英语视听说4,A06,饶纪红,1,蛟桥园校区, 多媒体,4-12,,,38,0
外国语学院,34B61,英语视听说4,A07,饶纪红,1,蛟桥园校区, 多媒体,4-34,,,38,0
外国语学院,34B61,英语视听说4,A08,饶纪红,1,蛟桥园校区, 多媒体,4-34,,,38,0
外国语学院,34B61,英语视听说4,A09,孙毅,1,蛟桥园校区, 多媒体,5-12,,,38,0
外国语学院,34B61,英语视听说4,A10,孙毅,1,蛟桥园校区, 多媒体,5-12,,,38,0
外国语学院,34B61,英语视听说4,A11,孙毅,1,蛟桥园校区, 多媒体,5-34,,,38,0
外国语学院,34B61,英语视听说4,A12,孙毅,1,蛟桥园校区, 多媒体,5-34,,,38,0
外国语学院,34B61,英语视听说4,A13,孙毅,1,蛟桥园校区, 多媒体,5-56,,,38,0
外国语学院,34B61,英语视听说4,A14,孙毅,1,蛟桥园校区, 多媒体,5-56,,,38,0
外国语学院,34B61,英语视听说4,A15,王强,1,蛟桥园校区, 多媒体,1-56,,,38,0
外国语学院,34B61,英语视听说4,A16,王强,1,蛟桥园校区, 多媒体,1-56,,,38,0
外国语学院,34B61,英语视听说4,A17,王强,1,蛟桥园校区, 多媒体,2-56,,,38,0
外国语学院,34B61,英语视听说4,A18,王强,1,蛟桥园校区, 多媒体,2-56,,,38,0
外国语学院,34B61,英语视听说4,A19,吴云龙,1,蛟桥园校区, 多媒体,5-12,,,38,0
外国语学院,34B61,英语视听说4,A20,吴云龙,1,蛟桥园校区, 多媒体,5-12,,,38,0
外国语学院,34B61,英语视听说4,A21,吴云龙,1,蛟桥园校区, 多媒体,5-34,,,38,0
外国语学院,34B61,英语视听说4,A22,吴云龙,1,蛟桥园校区, 多媒体,5-34,,,38,0
外国语学院,34B61,英语视听说4,A23,何爱群,1,蛟桥园校区, 多媒体,1-12,,,38,0
外国语学院,34B61,英语视听说4,A24,何爱群,1,蛟桥园校区, 多媒体,1-12,,,38,0
外国语学院,34B61,英语视听说4,A25,何爱群,1,蛟桥园校区, 多媒体,1-34,,,38,0
外国语学院,34B61,英语视听说4,A26,何爱群,1,蛟桥园校区, 多媒体,1-34,,,38,0
外国语学院,34B61,英语视听说4,A27,何爱群,1,蛟桥园校区, 多媒体,2-12,,,38,0
外国语学院,34B61,英语视听说4,A28,何爱群,1,蛟桥园校区, 多媒体,2-12,,,38,0
外国语学院,34B61,英语视听说4,A29,何爱群,1,蛟桥园校区, 多媒体,2-34,,,38,0
外国语学院,34B61,英语视听说4,A30,何爱群,1,蛟桥园校区, 多媒体,2-34,,,38,0
外国语学院,34B61,英语视听说4,A31,程卫丽,1,蛟桥园校区, 多媒体,1-56,,,38,0
外国语学院,34B61,英语视听说4,A32,程卫丽,1,蛟桥园校区, 多媒体,1-56,,,38,0
外国语学院,34B61,英语视听说4,A33,程卫丽,1,蛟桥园校区, 多媒体,2-12,,,40,0
外国语学院,34B61,英语视听说4,A34,程卫丽,1,蛟桥园校区, 多媒体,2-12,,,40,0
外国语学院,34B61,英语视听说4,A35,程卫丽,1,蛟桥园校区, 多媒体,2-34,,,40,0
外国语学院,34B61,英语视听说4,A36,程卫丽,1,蛟桥园校区, 多媒体,2-34,,,0,0
外国语学院,34B61,英语视听说4,A37,程卫丽,1,蛟桥园校区, 多媒体,2-56,,,40,0
外国语学院,34B61,英语视听说4,A38,程卫丽,1,蛟桥园校区, 多媒体,2-56,,,40,0
外国语学院,34B61,英语视听说4,A39,缪丽,1,蛟桥园校区, 多媒体,2-12,,,40,0
外国语学院,34B61,英语视听说4,A40,缪丽,1,蛟桥园校区, 多媒体,2-12,,,40,0
外国语学院,34B61,英语视听说4,A41,缪丽,1,蛟桥园校区, 多媒体,2-34,,,40,0
外国语学院,34B61,英语视听说4,A42,缪丽,1,蛟桥园校区, 多媒体,2-34,,,40,0
外国语学院,34B61,英语视听说4,A43,缪丽,1,蛟桥园校区, 多媒体,2-56,,,40,0
外国语学院,34B61,英语视听说4,A44,缪丽,1,蛟桥园校区, 多媒体,2-56,,,40,0
外国语学院,34B61,英语视听说4,A45,宛宇玮,1,蛟桥园校区, 多媒体,2-12,,,40,0
外国语学院,34B61,英语视听说4,A46,宛宇玮,1,蛟桥园校区, 多媒体,2-12,,,40,0
外国语学院,34B61,英语视听说4,A47,宛宇玮,1,蛟桥园校区, 多媒体,2-34,,,40,0
外国语学院,34B61,英语视听说4,A48,宛宇玮,1,蛟桥园校区, 多媒体,2-34,,,40,0
外国语学院,34B61,英语视听说4,A49,宛宇玮,1,蛟桥园校区, 多媒体,2-56,,,40,0
外国语学院,34B61,英语视听说4,A50,宛宇玮,1,蛟桥园校区, 多媒体,2-56,,,40,0
外国语学院,34B61,英语视听说4,A51,曾论萍,1,蛟桥园校区, 多媒体,1-12,,,40,0
外国语学院,34B61,英语视听说4,A52,曾论萍,1,蛟桥园校区, 多媒体,1-12,,,40,0
外国语学院,34B61,英语视听说4,A53,曾论萍,1,蛟桥园校区, 多媒体,1-34,,,40,0
外国语学院,34B61,英语视听说4,A54,曾论萍,1,蛟桥园校区, 多媒体,1-34,,,40,0
外国语学院,34B61,英语视听说4,B01,涂雨晨,1,麦庐园校区, 多媒体,3-12,,,38,0
外国语学院,34B61,英语视听说4,B02,涂雨晨,1,麦庐园校区, 多媒体,3-12,,,38,0
外国语学院,34B61,英语视听说4,B03,涂雨晨,1,麦庐园校区, 多媒体,3-34,,,38,0
外国语学院,34B61,英语视听说4,B04,涂雨晨,1,麦庐园校区, 多媒体,3-34,,,38,0
外国语学院,34B61,英语视听说4,B05,涂雨晨,1,麦庐园校区, 多媒体,4-34,,,38,0
外国语学院,34B61,英语视听说4,B06,涂雨晨,1,麦庐园校区, 多媒体,4-34,,,38,0
外国语学院,34B61,英语视听说4,B07,涂雨晨,1,麦庐园校区, 多媒体,4-56,,,38,0
外国语学院,34B61,英语视听说4,B08,涂雨晨,1,麦庐园校区, 多媒体,4-56,,,38,0
外国语学院,34B61,英语视听说4,B09,曾光湖,1,麦庐园校区, 多媒体,1-56,,,38,0
外国语学院,34B61,英语视听说4,B10,曾光湖,1,麦庐园校区, 多媒体,1-56,,,38,0
外国语学院,34B61,英语视听说4,B11,曾光湖,1,麦庐园校区, 多媒体,4-34,,,38,0
外国语学院,34B61,英语视听说4,B12,曾光湖,1,麦庐园校区, 多媒体,4-34,,,38,0
外国语学院,34B61,英语视听说4,B13,曾光湖,1,麦庐园校区, 多媒体,5-34,,,38,0
外国语学院,34B61,英语视听说4,B14,曾光湖,1,麦庐园校区, 多媒体,5-34,,,38,0
外国语学院,34B61,英语视听说4,B15,冯德兵,1,麦庐园校区, 多媒体,2-12,,,38,0
外国语学院,34B61,英语视听说4,B16,冯德兵,1,麦庐园校区, 多媒体,2-12,,,38,0
外国语学院,34B61,英语视听说4,B17,冯德兵,1,麦庐园校区, 多媒体,2-34,,,38,0
外国语学院,34B61,英语视听说4,B18,冯德兵,1,麦庐园校区, 多媒体,2-34,,,38,0
外国语学院,34B61,英语视听说4,B19,冯德兵,1,麦庐园校区, 多媒体,3-12,,,38,0
外国语学院,34B61,英语视听说4,B20,冯德兵,1,麦庐园校区, 多媒体,3-12,,,38,0
外国语学院,34B61,英语视听说4,B21,冯德兵,1,麦庐园校区, 多媒体,3-34,,,38,0
外国语学院,34B61,英语视听说4,B22,冯德兵,1,麦庐园校区, 多媒体,3-34,,,38,0
外国语学院,34B61,英语视听说4,B23,曾传玉,1,麦庐园校区, 多媒体,4-12,,,38,0
外国语学院,34B61,英语视听说4,B24,曾传玉,1,麦庐园校区, 多媒体,4-12,,,38,0
外国语学院,34B61,英语视听说4,B25,曾传玉,1,麦庐园校区, 多媒体,4-34,,,0,0
外国语学院,34B61,英语视听说4,B26,曾传玉,1,麦庐园校区, 多媒体,4-34,,,0,0
外国语学院,34B62,商务英语口译I,A01,刘琳红,2,蛟桥园校区, 多媒体,1-12,,,30,0
外国语学院,34B62,商务英语口译I,A02,刘琳红,2,蛟桥园校区, 多媒体,2-12,,,30,0
外国语学院,34B62,商务英语口译I,B01,吴冰,2,麦庐园校区, 多媒体,2-12,,,30,0
外国语学院,34B62,商务英语口译I,B02,吴冰,2,麦庐园校区, 多媒体,2-34,,,30,0
外国语学院,34B64,第二外语（法）Ⅱ,B01,王昳,4,麦庐园校区, 多媒体,1-89,4-56,,40,0
外国语学院,34B64,第二外语（法）Ⅱ,B02,王昳,4,麦庐园校区, 多媒体,1-56,3-89,,40,0
外国语学院,34B72,商务英语口译II,A01,刘琳红,2,蛟桥园校区, 多媒体,1-34,,,30,0
外国语学院,34B72,商务英语口译II,A02,刘琳红,2,蛟桥园校区, 多媒体,2-34,,,30,0
外国语学院,34B72,商务英语口译II,B01,魏丽萍,2,麦庐园校区, 语音室,2-34,,,45,0
外国语学院,34B72,商务英语口译II,B02,魏丽萍,2,麦庐园校区, 语音室,2-12,,,45,0
外国语学院,34B72,商务英语口译II,B03,魏丽萍,2,麦庐园校区, 多媒体,2-56,,,30,0
外国语学院,34C02,英美诗歌,B01,周江平,2,麦庐园校区, 多媒体,1-12,,,30,0
外国语学院,34C02,英美诗歌,B02,周江平,2,麦庐园校区, 多媒体,1-34,,,30,0
外国语学院,34C02,英美诗歌,B03,周江平,2,麦庐园校区, 多媒体,1-56,,,30,0
外国语学院,34C12,英美文学专题 研究,B02,谢海长,2,麦庐园校区, 多媒体,3-12,,,30,0
外国语学院,34C12,英美文学专题 研究,B03,谢海长,2,麦庐园校区, 多媒体,2-34,,,30,0
外国语学院,34C32,西方译论,B01,谢海长,2,麦庐园校区, 多媒体,3-34,,,30,0
外国语学院,34D02,新闻英语视听,A01,朱少华,2,蛟桥园校区, 多媒体,1-12,,,40,0
外国语学院,34D02,新闻英语视听,A02,朱少华,2,蛟桥园校区, 多媒体,1-34,,,40,0
外国语学院,34D02,新闻英语视听,A03,朱少华,2,蛟桥园校区, 多媒体,5-12,,,40,0
外国语学院,34D02,新闻英语视听,A04,朱少华,2,蛟桥园校区, 多媒体,5-34,,,40,0
外国语学院,34D02,新闻英语视听,A05,张善军,2,蛟桥园校区, 多媒体,2-12,,,40,0
外国语学院,34D02,新闻英语视听,A06,张善军,2,蛟桥园校区, 多媒体,2-34,,,40,0
外国语学院,34D02,新闻英语视听,A07,赵娟,2,蛟桥园校区, 多媒体,4-12,,,40,0
外国语学院,34D02,新闻英语视听,A08,赵娟,2,蛟桥园校区, 多媒体,4-34,,,40,0
外国语学院,34D02,新闻英语视听,A10,,2,蛟桥园校区, 多媒体,5-56,,,0,0
外国语学院,34D02,新闻英语视听,B01,李红梅,2,麦庐园校区, 多媒体,4-56,,,40,0
外国语学院,34D02,新闻英语视听,B02,李红梅,2,麦庐园校区, 多媒体,5-56,,,40,0
外国语学院,34D02,新闻英语视听,B03,卢润,2,麦庐园校区, 多媒体,4-56,,,40,0
外国语学院,34D02,新闻英语视听,B04,卢润,2,麦庐园校区, 多媒体,5-56,,,40,0
外国语学院,34D12,英语演讲,A01,杜景平,2,蛟桥园校区, 多媒体,2-12,,,30,0
外国语学院,34D12,英语演讲,A02,杜景平,2,蛟桥园校区, 多媒体,2-34,,,30,0
外国语学院,34D12,英语演讲,B01,徐艳,2,麦庐园校区, 多媒体,3-12,,,30,0
外国语学院,34D12,英语演讲,B02,徐艳,2,麦庐园校区, 多媒体,3-34,,,30,0
外国语学院,34D32,剑桥商务英语,A01,涂慧娟,2,蛟桥园校区, 多媒体,1-12,,,30,0
外国语学院,34D32,剑桥商务英语,A02,涂慧娟,2,蛟桥园校区, 多媒体,1-34,,,30,0
外国语学院,34D72,英汉翻译基础与实践,A01,钟淑敏,2,蛟桥园校区, 多媒体,1-12,,,35,0
外国语学院,34D72,英汉翻译基础与实践,A02,钟淑敏,2,蛟桥园校区, 多媒体,1-34,,,35,0
外国语学院,34D72,英汉翻译基础与实践,A05,郭瑶函,2,蛟桥园校区, 多媒体,3-12,,,35,0
外国语学院,34D72,英汉翻译基础与实践,A06,郭瑶函,2,蛟桥园校区, 多媒体,3-34,,,35,0
外国语学院,34D72,英汉翻译基础与实践,B01,钟淑敏,2,麦庐园校区, 多媒体,3-12,,,35,0
外国语学院,34D72,英汉翻译基础与实践,B02,钟淑敏,2,麦庐园校区, 多媒体,3-34,,,35,0
外国语学院,34D92,英美文学欣赏,A01,陈润平,2,蛟桥园校区, 多媒体,3-12,,,30,0
外国语学院,34D92,英美文学欣赏,A02,陈润平,2,蛟桥园校区, 多媒体,"3-34",,,30,0
信息管理学院,03032,财经管理信息系统及其应用,B01,廖述梅,2,麦庐园校区, 多媒体,1-34,3-34,,30,0
信息管理学院,03032,财经管理信息系统及其应用,B02,廖述梅,2,麦庐园校区, 多媒体,5-34,3-34,,30,0
信息管理学院,03032,财经管理信息系统及其应用,B03,沈波,2,麦庐园校区, 多媒体,2-12,4-12,,30,0
信息管理学院,03032,财经管理信息系统及其应用,B04,沈波,2,麦庐园校区, 多媒体,2-34,4-12,,30,0
信息管理学院,03032,财经管理信息系统及其应用,B05,周萍,2,麦庐园校区, 多媒体,1-12,2-12,,30,0
信息管理学院,03032,财经管理信息系统及其应用,B06,周萍,2,麦庐园校区, 多媒体,1-34,2-12,,30,0
信息管理学院,03072,办公软件高级应用,A01,程荃华,2,蛟桥园校区, 机房（技术中心）,1-12,,,40,0
信息管理学院,03072,办公软件高级应用,A02,程荃华,2,蛟桥园校区, 机房（技术中心）,1-34,,,40,0
信息管理学院,03072,办公软件高级应用,B01,刘炜,2,麦庐园校区, 机房（技术中心）,1-12,,,40,0
信息管理学院,03072,办公软件高级应用,B02,刘炜,2,麦庐园校区, 机房（技术中心）,1-34,,,40,0
信息管理学院,03093,概率统计Ⅱ,B01,聂高辉,3,麦庐园校区, 多媒体,3-567,,,60,1
信息管理学院,03194,运筹学,B01,刘满凤,4,麦庐园校区, 多媒体,2-34,4-56,,120,1
信息管理学院,03203,信息资源的组织与管理,B01,刘启华,3,麦庐园校区, 多媒体,2-567,,,30,1
信息管理学院,03203,信息资源的组织与管理,B02,刘启华,3,麦庐园校区, 多媒体,3-567,,,30,1
信息管理学院,03273,计量经济学,A01,万建香,3,蛟桥园校区, 多媒体,1-89A,,,120,0
信息管理学院,03273,计量经济学,A02,齐亚伟,3,蛟桥园校区, 多媒体,5-567,,,120,0
信息管理学院,03273,计量经济学,A03,朱永军,3,蛟桥园校区, 多媒体,2-89A,,,120,0
信息管理学院,03273,计量经济学,A04,朱永军,3,蛟桥园校区, 多媒体,4-89A,,,120,0
